State,City,Date Sown,Brand,Variety,Date of Cut,Julian Day,Plant Lodge,Plant Height,Yield % or Vernal,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Harvested in Sown Year,First Date of Season,Percent Cover (%),Total Solar Radiation (W/m^2),Total precipitation (mm),Avg Min Temp (C),Avg Max Temp (C),Class,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55
NY,LeRoy,7/1/13,,msSunstra-D16*,7/2/15,,,,,1.89,,,0,0,,218136.2,2057.7,2.7435,13.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,msSunstra-D13*,7/2/15,,,,,1.81,,,0,0,,218136.2,2057.7,2.7435,13.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,55Q27,7/2/15,,,,,1.84,,,0,0,,218136.2,2057.7,2.7435,13.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,FSG 424,7/2/15,,,,,1.92,,,0,0,,218136.2,2057.7,2.7435,13.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,FSG 403LR,7/2/15,,,,,1.77,,,0,0,,218136.2,2057.7,2.7435,13.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,DG 4210,7/2/15,,,,,1.85,,,0,0,,218136.2,2057.7,2.7435,13.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,FSG 524,7/2/15,,,,,1.83,,,0,0,,218136.2,2057.7,2.7435,13.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,N-R-GEE,7/2/15,,,,,1.71,,,0,0,,218136.2,2057.7,2.7435,13.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,Seedway 9558 SBR,7/2/15,,,,,1.77,,,0,0,,218136.2,2057.7,2.7435,13.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,EZRA,7/2/15,,,,,1.74,,,0,0,,218136.2,2057.7,2.7435,13.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,ONEIDA VR,7/2/15,,,,,1.54,,,0,0,,218136.2,2057.7,2.7435,13.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,5312,7/2/15,,,,,1.56,,,0,0,,218136.2,2057.7,2.7435,13.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,55H94,7/2/15,,,,,1.52,,,0,0,,218136.2,2057.7,2.7435,13.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,VERNAL,7/2/15,,,,,1.5,,,0,0,,218136.2,2057.7,2.7435,13.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,msSunstra-D17*,8/10/15,,,,,2.41,,,0,0,,233703.81,2196.3,3.3623,13.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,Profusion 2HX*,8/10/15,,,,,2.27,,,0,0,,233703.81,2196.3,3.3623,13.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,55V50,8/10/15,,,,,2.28,,,0,0,,233703.81,2196.3,3.3623,13.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,msSunstra-D11*,8/10/15,,,,,2.28,,,0,0,,233703.81,2196.3,3.3623,13.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,msSunstra-D15*,8/10/15,,,,,2.35,,,0,0,,233703.81,2196.3,3.3623,13.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,msSunstra-D16*,8/10/15,,,,,2.35,,,0,0,,233703.81,2196.3,3.3623,13.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,msSunstra-D13*,8/10/15,,,,,2.32,,,0,0,,233703.81,2196.3,3.3623,13.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,55Q27,8/10/15,,,,,2.34,,,0,0,,233703.81,2196.3,3.3623,13.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,FSG 424,8/10/15,,,,,2.46,,,0,0,,233703.81,2196.3,3.3623,13.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,FSG 403LR,8/10/15,,,,,2.21,,,0,0,,233703.81,2196.3,3.3623,13.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,DG 4210,8/10/15,,,,,2.26,,,0,0,,233703.81,2196.3,3.3623,13.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,FSG 524,8/10/15,,,,,2.33,,,0,0,,233703.81,2196.3,3.3623,13.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,N-R-GEE,8/10/15,,,,,1.98,,,0,0,,233703.81,2196.3,3.3623,13.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,Seedway 9558 SBR,8/10/15,,,,,1.97,,,0,0,,233703.81,2196.3,3.3623,13.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,EZRA,8/10/15,,,,,2.03,,,0,0,,233703.81,2196.3,3.3623,13.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,ONEIDA VR,8/10/15,,,,,1.85,,,0,0,,233703.81,2196.3,3.3623,13.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,5312,8/10/15,,,,,1.86,,,0,0,,233703.81,2196.3,3.3623,13.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,55H94,8/10/15,,,,,1.94,,,0,0,,233703.81,2196.3,3.3623,13.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,VERNAL,8/10/15,,,,,1.74,,,0,0,,233703.81,2196.3,3.3623,13.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,msSunstra-D17*,10/14/15,,,,,1.32,,,0,0,,253902.66,2398.03,4.0965,14.5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,Profusion 2HX*,10/14/15,,,,,1.34,,,0,0,,253902.66,2398.03,4.0965,14.5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,55V50,10/14/15,,,,,1.22,,,0,0,,253902.66,2398.03,4.0965,14.5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,msSunstra-D11*,10/14/15,,,,,1.32,,,0,0,,253902.66,2398.03,4.0965,14.5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,msSunstra-D15*,10/14/15,,,,,1.27,,,0,0,,253902.66,2398.03,4.0965,14.5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,msSunstra-D16*,10/14/15,,,,,1.33,,,0,0,,253902.66,2398.03,4.0965,14.5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,msSunstra-D13*,10/14/15,,,,,1.22,,,0,0,,253902.66,2398.03,4.0965,14.5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,55Q27,10/14/15,,,,,1.16,,,0,0,,253902.66,2398.03,4.0965,14.5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,FSG 424,10/14/15,,,,,1.11,,,0,0,,253902.66,2398.03,4.0965,14.5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,FSG 403LR,10/14/15,,,,,1.21,,,0,0,,253902.66,2398.03,4.0965,14.5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,DG 4210,10/14/15,,,,,1.11,,,0,0,,253902.66,2398.03,4.0965,14.5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,FSG 524,10/14/15,,,,,1.03,,,0,0,,253902.66,2398.03,4.0965,14.5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,N-R-GEE,10/14/15,,,,,1.08,,,0,0,,253902.66,2398.03,4.0965,14.5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,Seedway 9558 SBR,10/14/15,,,,,1.01,,,0,0,,253902.66,2398.03,4.0965,14.5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,EZRA,10/14/15,,,,,1.17,,,0,0,,253902.66,2398.03,4.0965,14.5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,ONEIDA VR,10/14/15,,,,,1.13,,,0,0,,253902.66,2398.03,4.0965,14.5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,5312,10/14/15,,,,,1.03,,,0,0,,253902.66,2398.03,4.0965,14.5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,55H94,10/14/15,,,,,0.99,,,0,0,,253902.66,2398.03,4.0965,14.5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,LeRoy,7/1/13,,VERNAL,10/14/15,,,,,0.9,,,0,0,,253902.66,2398.03,4.0965,14.5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,55V50,6/18/15,,,,,2.65,,,0,1,,128844.79,1234.19,2.2265,13.4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,AFXH134092*,6/18/15,,,,,2.77,,,0,1,,128844.79,1234.19,2.2265,13.4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,AFXH134090*,6/18/15,,,,,2.63,,,0,1,,128844.79,1234.19,2.2265,13.4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,AFXH134091*,6/18/15,,,,,2.47,,,0,1,,128844.79,1234.19,2.2265,13.4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,55H94,6/18/15,,,,,2.55,,,0,1,,128844.79,1234.19,2.2265,13.4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,MASKA,6/18/15,,,,,2.53,,,0,1,,128844.79,1234.19,2.2265,13.4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,55Q27,6/18/15,,,,,2.39,,,0,1,,128844.79,1234.19,2.2265,13.4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,BRADOR,6/18/15,,,,,2.48,,,0,1,,128844.79,1234.19,2.2265,13.4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,Seedway 9558 SBR,6/18/15,,,,,2.4,,,0,1,,128844.79,1234.19,2.2265,13.4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,EZRA,6/18/15,,,,,2.48,,,0,1,,128844.79,1234.19,2.2265,13.4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,REGEN,6/18/15,,,,,2.42,,,0,1,,128844.79,1234.19,2.2265,13.4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,GA-409,6/18/15,,,,,2.36,,,0,1,,128844.79,1234.19,2.2265,13.4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,5312,6/18/15,,,,,2.46,,,0,1,,128844.79,1234.19,2.2265,13.4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,DKA41-18RR,6/18/15,,,,,2.26,,,0,1,,128844.79,1234.19,2.2265,13.4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,VERNAL,6/18/15,,,,,2.4,,,0,1,,128844.79,1234.19,2.2265,13.4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,ONEIDA VR,6/18/15,,,,,2.2,,,0,1,,128844.79,1234.19,2.2265,13.4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,55V50,7/27/15,,,,,2.39,,,0,0,,143455.95,1420.01,3.1412,14.3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,AFXH134092*,7/27/15,,,,,2.16,,,0,0,,143455.95,1420.01,3.1412,14.3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,AFXH134090*,7/27/15,,,,,2.21,,,0,0,,143455.95,1420.01,3.1412,14.3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,AFXH134091*,7/27/15,,,,,2.26,,,0,0,,143455.95,1420.01,3.1412,14.3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,55H94,7/27/15,,,,,2.22,,,0,0,,143455.95,1420.01,3.1412,14.3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,MASKA,7/27/15,,,,,2.04,,,0,0,,143455.95,1420.01,3.1412,14.3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,55Q27,7/27/15,,,,,2.11,,,0,0,,143455.95,1420.01,3.1412,14.3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,BRADOR,7/27/15,,,,,2.03,,,0,0,,143455.95,1420.01,3.1412,14.3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,Seedway 9558 SBR,7/27/15,,,,,2.08,,,0,0,,143455.95,1420.01,3.1412,14.3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,EZRA,7/27/15,,,,,1.95,,,0,0,,143455.95,1420.01,3.1412,14.3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,REGEN,7/27/15,,,,,1.99,,,0,0,,143455.95,1420.01,3.1412,14.3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,GA-409,7/27/15,,,,,2.04,,,0,0,,143455.95,1420.01,3.1412,14.3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,5312,7/27/15,,,,,1.9,,,0,0,,143455.95,1420.01,3.1412,14.3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,DKA41-18RR,7/27/15,,,,,2,,,0,0,,143455.95,1420.01,3.1412,14.3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,VERNAL,7/27/15,,,,,1.78,,,0,0,,143455.95,1420.01,3.1412,14.3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,ONEIDA VR,7/27/15,,,,,1.81,,,0,0,,143455.95,1420.01,3.1412,14.3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,55V50,9/16/15,,,,,0.85,,,0,0,,162120.2,1490.75,4.1776,15.5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,AFXH134092*,9/16/15,,,,,0.85,,,0,0,,162120.2,1490.75,4.1776,15.5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,AFXH134090*,9/16/15,,,,,0.86,,,0,0,,162120.2,1490.75,4.1776,15.5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,AFXH134091*,9/16/15,,,,,0.81,,,0,0,,162120.2,1490.75,4.1776,15.5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,55H94,9/16/15,,,,,0.7,,,0,0,,162120.2,1490.75,4.1776,15.5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,MASKA,9/16/15,,,,,0.74,,,0,0,,162120.2,1490.75,4.1776,15.5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,55Q27,9/16/15,,,,,0.75,,,0,0,,162120.2,1490.75,4.1776,15.5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,BRADOR,9/16/15,,,,,0.73,,,0,0,,162120.2,1490.75,4.1776,15.5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,Seedway 9558 SBR,9/16/15,,,,,0.71,,,0,0,,162120.2,1490.75,4.1776,15.5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,EZRA,9/16/15,,,,,0.76,,,0,0,,162120.2,1490.75,4.1776,15.5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,REGEN,9/16/15,,,,,0.77,,,0,0,,162120.2,1490.75,4.1776,15.5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,GA-409,9/16/15,,,,,0.71,,,0,0,,162120.2,1490.75,4.1776,15.5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,5312,9/16/15,,,,,0.7,,,0,0,,162120.2,1490.75,4.1776,15.5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,DKA41-18RR,9/16/15,,,,,0.73,,,0,0,,162120.2,1490.75,4.1776,15.5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,VERNAL,9/16/15,,,,,0.71,,,0,0,,162120.2,1490.75,4.1776,15.5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/14,,ONEIDA VR,9/16/15,,,,,0.66,,,0,0,,162120.2,1490.75,4.1776,15.5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,MASKA,6/17/15,,,,,2.24,,,0,1,,134199.99,1432.65,1.3129,12.2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,L-455HD,6/17/15,,,,,2.05,,,0,1,,134199.99,1432.65,1.3129,12.2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,EZRA,6/17/15,,,,,2.21,,,0,1,,134199.99,1432.65,1.3129,12.2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,REGEN,6/17/15,,,,,2.14,,,0,1,,134199.99,1432.65,1.3129,12.2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,55Q27,6/17/15,,,,,2.03,,,0,1,,134199.99,1432.65,1.3129,12.2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,BRADOR,6/17/15,,,,,2.23,,,0,1,,134199.99,1432.65,1.3129,12.2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,VERNAL,6/17/15,,,,,2.22,,,0,1,,134199.99,1432.65,1.3129,12.2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,AFX083003*,6/17/15,,,,,1.87,,,0,1,,134199.99,1432.65,1.3129,12.2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,5312,6/17/15,,,,,2.16,,,0,1,,134199.99,1432.65,1.3129,12.2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,AFX065033*,6/17/15,,,,,1.9,,,0,1,,134199.99,1432.65,1.3129,12.2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,ONEIDA VR,6/17/15,,,,,2.12,,,0,1,,134199.99,1432.65,1.3129,12.2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,55H94,6/17/15,,,,,2.07,,,0,1,,134199.99,1432.65,1.3129,12.2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,Seedway 9558 SBR,6/17/15,,,,,2,,,0,1,,134199.99,1432.65,1.3129,12.2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,55V50,6/17/15,,,,,1.94,,,0,1,,134199.99,1432.65,1.3129,12.2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,AFX085029*,6/17/15,,,,,2.05,,,0,1,,134199.99,1432.65,1.3129,12.2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,AFX094017*,6/17/15,,,,,1.84,,,0,1,,134199.99,1432.65,1.3129,12.2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,MASKA,7/22/15,,,,,1.49,,,0,0,,147001.93,1609.45,2.2019,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,L-455HD,7/22/15,,,,,1.58,,,0,0,,147001.93,1609.45,2.2019,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,EZRA,7/22/15,,,,,1.48,,,0,0,,147001.93,1609.45,2.2019,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,REGEN,7/22/15,,,,,1.48,,,0,0,,147001.93,1609.45,2.2019,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,55Q27,7/22/15,,,,,1.56,,,0,0,,147001.93,1609.45,2.2019,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,BRADOR,7/22/15,,,,,1.36,,,0,0,,147001.93,1609.45,2.2019,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,VERNAL,7/22/15,,,,,1.35,,,0,0,,147001.93,1609.45,2.2019,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,AFX083003*,7/22/15,,,,,1.56,,,0,0,,147001.93,1609.45,2.2019,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,5312,7/22/15,,,,,1.34,,,0,0,,147001.93,1609.45,2.2019,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,AFX065033*,7/22/15,,,,,1.51,,,0,0,,147001.93,1609.45,2.2019,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,ONEIDA VR,7/22/15,,,,,1.33,,,0,0,,147001.93,1609.45,2.2019,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,55H94,7/22/15,,,,,1.41,,,0,0,,147001.93,1609.45,2.2019,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,Seedway 9558 SBR,7/22/15,,,,,1.42,,,0,0,,147001.93,1609.45,2.2019,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,55V50,7/22/15,,,,,1.43,,,0,0,,147001.93,1609.45,2.2019,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,AFX085029*,7/22/15,,,,,1.33,,,0,0,,147001.93,1609.45,2.2019,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,AFX094017*,7/22/15,,,,,1.41,,,0,0,,147001.93,1609.45,2.2019,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,MASKA,9/3/15,,,,,0.97,,,0,0,,163443.26,1715.85,3.1678,14.1836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,L-455HD,9/3/15,,,,,1.02,,,0,0,,163443.26,1715.85,3.1678,14.1836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cooperstown,5/1/14,,EZRA,9/3/15,,,,,0.96,,,0,0,,163443.26,1715.85,3.1678,14.1836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
