Yield (tons/acre),radiation,rain,avg_min_temp,avg_max_temp,City,Year
2.14,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
2.15,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
2.12,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
2.1,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
2.11,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
2.05,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
2.07,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
2.08,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
2.04,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
2.01,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
2.05,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
2.01,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
1.9,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
1.95,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
1.89,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
1.91,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
1.88,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
1.92,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
1.85,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
1.87,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
1.87,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
1.75,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
1.73,148838.56,1472.81,3.2496,14.6748,Ithaca,8/4/14
1.45,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.39,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.46,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.37,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.41,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.35,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.39,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.33,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.27,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.45,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.37,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.25,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.36,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.32,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.28,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.26,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.43,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.32,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.15,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.27,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.28,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.16,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.27,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.25,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.31,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.11,163432.3,1617.49,3.9518,15.3945,Ithaca,9/14/14
1.53,51081.74,548.76,11.4429,23.4263,Ithaca,9/14/14
1.51,51081.74,548.76,11.4429,23.4263,Ithaca,9/14/14
1.43,51081.74,548.76,11.4429,23.4263,Ithaca,9/14/14
1.4,51081.74,548.76,11.4429,23.4263,Ithaca,9/14/14
1.37,51081.74,548.76,11.4429,23.4263,Ithaca,9/14/14
1.35,51081.74,548.76,11.4429,23.4263,Ithaca,9/14/14
1.31,51081.74,548.76,11.4429,23.4263,Ithaca,9/14/14
1.3,51081.74,548.76,11.4429,23.4263,Ithaca,9/14/14
1.29,51081.74,548.76,11.4429,23.4263,Ithaca,9/14/14
1.28,51081.74,548.76,11.4429,23.4263,Ithaca,9/14/14
1.28,51081.74,548.76,11.4429,23.4263,Ithaca,9/14/14
1.27,51081.74,548.76,11.4429,23.4263,Ithaca,9/14/14
1.27,51081.74,548.76,11.4429,23.4263,Ithaca,9/14/14
1.18,51081.74,548.76,11.4429,23.4263,Ithaca,9/14/14
1.17,51081.74,548.76,11.4429,23.4263,Ithaca,9/14/14
2.82,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.71,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.66,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.77,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.69,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.74,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.68,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.68,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.58,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.64,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.49,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.64,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.63,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.63,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.57,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.56,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.65,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.59,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.58,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.49,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.57,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.38,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.34,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.25,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.16,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.14,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.04,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.14,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.16,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
2.11,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
1.96,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
2.0,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
1.97,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
2.04,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
2.04,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
2.04,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
2.2,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
1.98,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
2.02,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
1.71,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
2.02,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
2.08,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
2.03,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
1.78,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
1.74,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
1.7,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
1.69,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
1.77,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
1.67,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
1.73,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
1.49,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
1.5,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
1.58,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
1.27,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
1.26,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
1.09,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
1.28,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
1.23,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
1.33,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
1.25,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
1.26,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
1.2,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
1.21,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
1.29,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
1.31,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
1.21,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
1.25,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
1.12,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
1.3,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
1.32,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
1.32,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
1.14,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
1.19,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
1.03,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
1.08,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
1.05,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
1.04,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
0.97,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
0.89,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
0.98,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
0.87,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
0.82,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
0.76,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
0.62,379281.71,3422.01,2.8336,13.9386,Ithaca,8/31/15
2.86,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.69,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.78,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.63,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.71,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.62,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.59,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.59,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.67,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.55,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.64,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.53,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.64,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.6,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.67,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.44,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.48,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.44,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.57,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.39,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.42,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.42,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.35,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.32,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.47,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.26,241420.6,2302.92,1.7342,12.9471,Ithaca,6/19/15
2.05,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.96,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.89,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.89,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.86,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.85,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.87,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.96,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
2.01,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.8,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.78,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.79,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.69,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.78,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.79,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.95,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.92,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.71,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.68,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.61,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.81,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.7,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.69,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.85,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.57,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
1.39,256273.08,2488.74,2.2637,13.5078,Ithaca,7/28/15
0.67,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.81,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.78,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.79,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.73,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.77,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.69,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.68,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.63,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.65,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.52,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.65,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.63,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.7,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.59,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.67,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.64,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.69,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.58,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.62,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.59,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.6,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.61,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.64,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.58,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
0.6,276177.42,2577.06,2.9407,14.2638,Ithaca,9/21/15
2.65,128844.79,1234.19,2.2265,13.4297,Ithaca,6/18/15
2.77,128844.79,1234.19,2.2265,13.4297,Ithaca,6/18/15
2.63,128844.79,1234.19,2.2265,13.4297,Ithaca,6/18/15
2.47,128844.79,1234.19,2.2265,13.4297,Ithaca,6/18/15
2.55,128844.79,1234.19,2.2265,13.4297,Ithaca,6/18/15
2.53,128844.79,1234.19,2.2265,13.4297,Ithaca,6/18/15
2.39,128844.79,1234.19,2.2265,13.4297,Ithaca,6/18/15
2.48,128844.79,1234.19,2.2265,13.4297,Ithaca,6/18/15
2.4,128844.79,1234.19,2.2265,13.4297,Ithaca,6/18/15
2.48,128844.79,1234.19,2.2265,13.4297,Ithaca,6/18/15
2.42,128844.79,1234.19,2.2265,13.4297,Ithaca,6/18/15
2.36,128844.79,1234.19,2.2265,13.4297,Ithaca,6/18/15
2.46,128844.79,1234.19,2.2265,13.4297,Ithaca,6/18/15
2.26,128844.79,1234.19,2.2265,13.4297,Ithaca,6/18/15
2.4,128844.79,1234.19,2.2265,13.4297,Ithaca,6/18/15
2.2,128844.79,1234.19,2.2265,13.4297,Ithaca,6/18/15
2.39,143455.95,1420.01,3.1412,14.3804,Ithaca,7/27/15
2.16,143455.95,1420.01,3.1412,14.3804,Ithaca,7/27/15
2.21,143455.95,1420.01,3.1412,14.3804,Ithaca,7/27/15
2.26,143455.95,1420.01,3.1412,14.3804,Ithaca,7/27/15
2.22,143455.95,1420.01,3.1412,14.3804,Ithaca,7/27/15
2.04,143455.95,1420.01,3.1412,14.3804,Ithaca,7/27/15
2.11,143455.95,1420.01,3.1412,14.3804,Ithaca,7/27/15
2.03,143455.95,1420.01,3.1412,14.3804,Ithaca,7/27/15
2.08,143455.95,1420.01,3.1412,14.3804,Ithaca,7/27/15
1.95,143455.95,1420.01,3.1412,14.3804,Ithaca,7/27/15
1.99,143455.95,1420.01,3.1412,14.3804,Ithaca,7/27/15
2.04,143455.95,1420.01,3.1412,14.3804,Ithaca,7/27/15
1.9,143455.95,1420.01,3.1412,14.3804,Ithaca,7/27/15
2.0,143455.95,1420.01,3.1412,14.3804,Ithaca,7/27/15
1.78,143455.95,1420.01,3.1412,14.3804,Ithaca,7/27/15
1.81,143455.95,1420.01,3.1412,14.3804,Ithaca,7/27/15
0.85,162120.2,1490.75,4.1776,15.5379,Ithaca,9/16/15
0.85,162120.2,1490.75,4.1776,15.5379,Ithaca,9/16/15
0.86,162120.2,1490.75,4.1776,15.5379,Ithaca,9/16/15
0.81,162120.2,1490.75,4.1776,15.5379,Ithaca,9/16/15
0.7,162120.2,1490.75,4.1776,15.5379,Ithaca,9/16/15
0.74,162120.2,1490.75,4.1776,15.5379,Ithaca,9/16/15
0.75,162120.2,1490.75,4.1776,15.5379,Ithaca,9/16/15
0.73,162120.2,1490.75,4.1776,15.5379,Ithaca,9/16/15
0.71,162120.2,1490.75,4.1776,15.5379,Ithaca,9/16/15
0.76,162120.2,1490.75,4.1776,15.5379,Ithaca,9/16/15
0.77,162120.2,1490.75,4.1776,15.5379,Ithaca,9/16/15
0.71,162120.2,1490.75,4.1776,15.5379,Ithaca,9/16/15
0.7,162120.2,1490.75,4.1776,15.5379,Ithaca,9/16/15
0.73,162120.2,1490.75,4.1776,15.5379,Ithaca,9/16/15
0.71,162120.2,1490.75,4.1776,15.5379,Ithaca,9/16/15
0.66,162120.2,1490.75,4.1776,15.5379,Ithaca,9/16/15
1.27,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
1.17,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
1.09,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
1.07,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
1.06,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
1.02,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
1.02,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.99,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.98,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.91,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.9,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.83,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.77,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.77,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.75,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.73,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.72,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.71,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.7,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.67,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.67,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.65,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.65,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.63,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.63,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.57,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.56,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.53,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
2.6,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.27,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.24,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
1.99,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
2.24,348978.73,3121.77,2.101,13.1446,Ithaca,6/11/15
1.56,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
1.23,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
1.09,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
0.96,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
0.91,362957.29,3346.39,2.468,13.5194,Ithaca,7/20/15
3.09,242580.28,2314.08,1.7735,12.996,Ithaca,6/22/15
2.87,242580.28,2314.08,1.7735,12.996,Ithaca,6/22/15
2.83,242580.28,2314.08,1.7735,12.996,Ithaca,6/22/15
2.78,242580.28,2314.08,1.7735,12.996,Ithaca,6/22/15
2.7,242580.28,2314.08,1.7735,12.996,Ithaca,6/22/15
2.74,242580.28,2314.08,1.7735,12.996,Ithaca,6/22/15
2.09,258480.4,2505.14,2.3539,13.6092,Ithaca,8/3/15
1.98,258480.4,2505.14,2.3539,13.6092,Ithaca,8/3/15
1.97,258480.4,2505.14,2.3539,13.6092,Ithaca,8/3/15
1.84,258480.4,2505.14,2.3539,13.6092,Ithaca,8/3/15
1.71,258480.4,2505.14,2.3539,13.6092,Ithaca,8/3/15
1.75,258480.4,2505.14,2.3539,13.6092,Ithaca,8/3/15
0.56,258480.4,2505.14,2.3539,13.6092,Ithaca,8/3/15
0.63,276965.4,2577.06,2.9479,14.2823,Ithaca,9/23/15
0.68,276965.4,2577.06,2.9479,14.2823,Ithaca,9/23/15
0.59,276965.4,2577.06,2.9479,14.2823,Ithaca,9/23/15
0.62,276965.4,2577.06,2.9479,14.2823,Ithaca,9/23/15
0.59,276965.4,2577.06,2.9479,14.2823,Ithaca,9/23/15
2.75,130994.7,1250.39,2.381,13.5923,Ithaca,6/24/15
2.84,130994.7,1250.39,2.381,13.5923,Ithaca,6/24/15
2.73,130994.7,1250.39,2.381,13.5923,Ithaca,6/24/15
2.49,130994.7,1250.39,2.381,13.5923,Ithaca,6/24/15
2.35,130994.7,1250.39,2.381,13.5923,Ithaca,6/24/15
1.92,144658.99,1429.39,3.2242,14.4786,Ithaca,7/30/15
1.62,144658.99,1429.39,3.2242,14.4786,Ithaca,7/30/15
1.72,144658.99,1429.39,3.2242,14.4786,Ithaca,7/30/15
1.52,144658.99,1429.39,3.2242,14.4786,Ithaca,7/30/15
1.62,144658.99,1429.39,3.2242,14.4786,Ithaca,7/30/15
0.66,161684.41,1490.75,4.1692,15.5135,Ithaca,9/15/15
0.6,161684.41,1490.75,4.1692,15.5135,Ithaca,9/15/15
0.67,161684.41,1490.75,4.1692,15.5135,Ithaca,9/15/15
0.62,161684.41,1490.75,4.1692,15.5135,Ithaca,9/15/15
0.68,161684.41,1490.75,4.1692,15.5135,Ithaca,9/15/15
0.73,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.8,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.8,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.68,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.81,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.77,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.9,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
0.81,49564.02,457.84,12.0407,24.5402,Ithaca,9/8/15
2.69,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.72,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.7,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.75,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.91,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.84,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.6,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.72,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.64,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.7,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.64,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.55,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.66,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.56,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.55,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.46,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.56,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.66,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.2,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.55,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.55,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.52,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.36,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.34,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.15,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
2.3,351676.32,3170.52,2.1787,13.4573,Ithaca,6/15/16
0.62,365777.28,3207.67,2.4908,13.874,Ithaca,7/19/16
0.72,365777.28,3207.67,2.4908,13.874,Ithaca,7/19/16
0.63,365777.28,3207.67,2.4908,13.874,Ithaca,7/19/16
0.75,365777.28,3207.67,2.4908,13.874,Ithaca,7/19/16
0.68,365777.28,3207.67,2.4908,13.874,Ithaca,7/19/16
0.69,365777.28,3207.67,2.4908,13.874,Ithaca,7/19/16
0.66,365777.28,3207.67,2.4908,13.874,Ithaca,7/19/16
0.68,365777.28,3207.67,2.4908,13.874,Ithaca,7/19/16
0.76,365777.28,3207.67,2.4908,13.874,Ithaca,7/19/16
0.65,365777.28,3207.67,2.4908,13.874,Ithaca,7/19/16
0.63,365777.28,3207.67,2.4908,13.874,Ithaca,7/19/16
0.54,365777.28,3207.67,2.4908,13.874,Ithaca,7/19/16
